Polo¾ka           ;Název                         ;M.SK    ;ZV;REF.;DATUM   ;CAS     ;UZIVATEL   ;CENA       
D4120147SY5286    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;01/09/20;10:35:33;LUMA       ;   12770.59
D4120147SY5287    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;21/08/20;07:19:50;BAJIT      ;   14456.27
D4120147SY5288    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;21/08/20;07:19:50;BAJIT      ;   16437.86
D4120147SY8258    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;28/08/20;10:53:24;LUMA       ;   11572.97
D4120147SZM239    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;26/08/20;09:45:30;BAJIT      ;   17617.82
D4120147SZM244    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;01/09/20;10:35:33;LUMA       ;   17484.90
D4120147SZV995    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;27/08/20;13:26:58;BAJIT      ;    9871.46
D4120151371161    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;10/09/20;14:28:16;LUMA       ;   14948.29
D4120161S5245Y    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;03/09/20;10:12:50;LUMA       ;   12953.80
D4120161S5246Y    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;03/09/20;10:12:50;LUMA       ;   12953.80
D4120161S5247Y    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;09/09/20;13:40:47;BAJIT      ;   12953.80
D4120161S5248Y    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;03/09/20;10:12:50;LUMA       ;   12953.80
D4120161SA2540    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;21/08/20;07:19:50;BAJIT      ;   12465.23
D4120161SA2858    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;26/08/20;09:45:30;BAJIT      ;   12018.15
D4120161SA5212    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;03/09/20;10:12:50;LUMA       ;   17662.62
D4120161SA7174    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;18/08/20;12:40:58;BAJIT      ;   12596.15
D4120161SA7175    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;18/08/20;12:40:58;BAJIT      ;   17206.84
D4120161SA7176    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;18/08/20;12:40:58;BAJIT      ;   12318.90
D4120161SA7183    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;25/08/20;08:51:46;BAJIT      ;   16076.55
D4120161SE6088    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;21/08/20;07:19:50;BAJIT      ;   18188.02
D4120161SE7265    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;26/08/20;09:45:30;BAJIT      ;   15545.33
D4120161SE7486    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;25/08/20;08:51:46;BAJIT      ;   17612.46
D4120161SE7487    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;25/08/20;08:51:46;BAJIT      ;   18633.89
D4120161SE7488    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;25/08/20;08:51:46;BAJIT      ;   18633.89
D4120161SE7489    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;25/08/20;08:51:46;BAJIT      ;   17612.46
D4120161SF0083    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;10/09/20;14:28:16;LUMA       ;   16840.40
D4120161SL1119    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;26/08/20;09:45:30;BAJIT      ;   11628.96
D4120161SY3930    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;26/08/20;13:00:09;BAJIT      ;   12920.11
D4120161SY3931    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;26/08/20;13:00:09;BAJIT      ;   12920.11
D4120172305421    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;18/08/20;12:40:58;BAJIT      ;   26376.11
D4120174SL7260    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;09/09/20;13:40:47;BAJIT      ;   18413.62
D4120175E4609M    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;26/08/20;13:00:09;BAJIT      ;   18728.34
D4120175SA2257    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;21/08/20;07:19:50;BAJIT      ;   12945.70
D4120175SADT63    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;03/09/20;10:12:50;LUMA       ;   10737.59
D4120175SADV10    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;19/08/20;10:51:18;BAJIT      ;   11174.81
D4120175SADV20    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;01/09/20;10:35:33;LUMA       ;   19647.36
D4120175SAEA30    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;18/08/20;12:40:58;BAJIT      ;   22669.43
D4120175SAEA46    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;01/09/20;10:35:33;LUMA       ;   18879.94
D4120175SAEA51    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;01/09/20;10:35:33;LUMA       ;   18237.97
D4120175SAEA55    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;01/09/20;10:35:33;LUMA       ;   16181.80
D4120175SAEB21    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;18/08/20;11:10:46;BAJIT      ;   19654.69
D4120175SAEB22    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;18/08/20;11:10:46;BAJIT      ;   20507.20
D4120175SAEB53    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;26/08/20;13:00:09;BAJIT      ;   19931.18
D4120175SAEB54    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;26/08/20;13:00:09;BAJIT      ;   19364.57
D4120175SD8147    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;25/08/20;08:51:46;BAJIT      ;   16715.38
D4120175SE5576    ;komplet kabely E - MOD        ;VHSW    ;1 ;VD3 ;26/08/20;13:00:09;BAJIT      ;   16259.42
